cocktailName,cocktailNameKo,alcoholStrength,cocktailStory,cocktailType,alcoholBaseType,ingredient,recipe,cocktailImgUrl
San Francisco,샌프란시스코,LIGHT,"샌프란시스코'는 자유로운 영혼을 가진 당신을 위한 칵테일이에요. 보드카의 깔끔함과 바나나 크림, 그레나딘, 오렌지 주스의 상큼함이 어우러져 마치 샌프란시스코의 언덕을 달리는 트램처럼 경쾌하고 활기찬 기분을 느끼게 해 주죠. 샌프란시스코는 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 선택이 될 거예요.",LONG,VODKA,"보드카:2 cl, 크렘 드 바나나:2 cl, 그레나딘:None, 오렌지 주스:1/2 shot","긴 잔을 가져와 얼음 몇 조각을 넣고, 그 위에 보드카를 붓고 주스를 채운 다음 ""크림""을 채운다. 마지막으로 잔의 옆면을 따라 그레나딘이 바닥에 가라앉도록 매우 조심스럽게 붓는다. 오렌지와 딸기로 장식한다.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg
Space Odyssey,스페이스 오디세이,STRONG,"스페이스 오디세이'는 미지의 세계로 떠나는 모험을 상징해요. 럼과 말리부 럼, 파인애플과 오렌지 주스, 그레나딘의 이국적인 조합은 마치 우주를 여행하는 것처럼 신비롭고 짜릿한 기분을 느끼게 해 주죠. 스페이스 오디세이는 당신의 자유로운 영혼을 깨워줄 완벽한 음료가 될 거예요.",LONG,RUM,"151 프루프 럼:1 shot, 말리부 럼:1 shot, 파인애플 주스:1 shot, 오렌지 주스:1/2 shot, 그레나딘:1/2 shot, 체리:1 ea",잔에 얼음을 채우고 바카디와 말리부 샷을 추가한다. 파인애플 주스를 약간 넣고 오렌지 주스로 채운다. 색을 위해 그레나딘을 넣고 체리로 장식한다.,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg
Sherry Eggnog,셰리 에그노그,LIGHT,"셰리 에그노그'는 마치 따뜻한 크리스마스 추억처럼 당신의 마음을 포근하게 감싸줍니다. 셰리의 깊은 풍미와 우유, 달걀, 육두구의 부드러움이 어우러져 마치 갓 구운 빵처럼 고소하고 따뜻한 맛을 선사하죠. 셰리 에그노그는 사랑하는 사람들과 함께하는 따뜻한 시간을 더욱 특별하게 만들어 줄 거예요.",LONG,WINE,"셰리:2 oz cream, 설탕 가루:1 tsp, 달걀:1 whole, 우유:1/2 shot, 넛맥:1 dash","셰리, 설탕 가루, 달걀을 얼음과 함께 흔들고 콜린스 잔에 거른다. 우유로 채우고 젓는다. 위에 넛맥을 뿌려 낸다.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg
Sweet Bananas,스위트 바나나,NON_ALCOHOLIC,"달콤한 바나나'는 순수하고 즐거운 추억을 떠올리게 하는 음료예요. 우유와 바나나, 꿀의 부드러운 조합은 마치 어릴 적 즐겨 먹던 간식처럼 행복하고 기분 좋은 느낌을 주죠. 스위트 바나나는 지친 당신의 마음을 달콤하게 위로해 줄 완벽한 음료가 될 거예요.",LONG,OTHER,"우유:2 cups, 바나나:1, 꿀:1 tblsp","모든 재료를 블렌더 용기에 넣고 뚜껑을 덮은 후 잘 섞일 때까지 중간 속도로 섞는다. 긴 잔 한 개, 중간 잔 두 개 또는 작은 잔 세 개에 붓고 마신다.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg
Thriller,스릴러,MEDIUM,"스릴러'는 마치 인생의 짜릿한 반전처럼 당신의 심장을 뛰게 할 거예요. 스카치와 와인, 오렌지 주스의 조합은 겉으로는 예측 불가능하지만 속은 깊은 매력을 숨긴 당신의 모습을 표현하는 듯하죠. 스릴러는 평범한 하루를 특별한 밤으로 바꾸고 싶은 당신에게 완벽한 음료가 될 거예요.",CLASSIC,WHISKY,"스카치:1 1/2 oz, 와인:1 oz Green Ginger, 오렌지 주스:1 oz",얼음이 반쯤 채워진 셰이커에 모든 재료를 넣고 잘 흔든다. 칵테일 잔에 거른다.,https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg
The Galah,더 갈라,MEDIUM,"갈라'는 호주에서 흔히 볼 수 있는 앵무새의 이름에서 따왔어요. 다크 럼과 캄파리, 크렘 드 바나나, 파인애플 주스 등이 어우러져 마치 이국적인 여행을 떠나는 듯한 기분을 느끼게 해 주죠. 더 갈라는 당신의 삶에 새로운 활력과 모험을 불어넣어 줄 완벽한 음료가 될 거예요.",LONG,RUM,"다크 럼:1 shot, 캄파리:1 shot, 크렘 드 바나네:1/2 shot, 파인애플 주스:1 shot, 라임 주스:1 shot",알코올성 재료들을 섞고 파인애플 주스와 라임 주스로 채운다.,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg
Tia-Maria,티아 마리아,MEDIUM,"티아 마리아'는 '마리아 고모'라는 뜻의 자메이카 크리올어에서 유래됐어요. 이 칵테일은 마치 사랑하는 가족의 따뜻한 품처럼 당신의 마음을 편안하게 해 줄 거예요. 커피와 럼, 바닐라 추출물이 어우러져 깊고 달콤한 맛을 선사하죠. 티아 마리아는 지친 당신에게 따뜻한 위로와 휴식을 선물할 거예요.",LONG,RUM,"물:1 cup, 흑설탕:3/4-1 cup, 커피:4 tsp, 럼:1 cup, 바닐라 익스트랙:4 tsp","물, 설탕, 커피를 10분간 끓인 후 식힌다. 럼과 바닐라를 넣는다. 깨끗한 병에 담아 사용하기 전에 1주일 동안 둔다.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg
Tipperary,티퍼래리,STRONG,"티퍼러리'는 아일랜드의 낭만을 담고 있는 칵테일입니다. 아이리시 위스키의 부드러움과 스위트 베르무트, 그린 샤르트뢰즈의 조화는 마치 아일랜드의 푸른 초원을 거니는 것처럼 평화롭고 고요한 기분을 느끼게 해주죠. 티퍼러리는 당신의 지적인 매력을 더욱 돋보이게 해 줄 완벽한 선택이 될 거예요.",CLASSIC,WHISKY,"아이리시 위스키:2 oz, 스위트 베르무트:1 oz, 그린 샤르트뢰즈:1/2 oz","얼음 위에서 젓는다. 차갑게 식힌 잔에 거른다. 오렌지 껍질을 넓게 자르고, 오렌지 오일을 음료 위에 짜낸다. 오렌지 트위스트는 버린다.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg
Turkeyball,터키볼,MEDIUM,터키볼'은 새로운 도전을 상징하는 칵테일입니다. 야생 칠면조 위스키의 강렬함에 아마레토와 파인애플 주스의 달콤함이 더해져 마치 예측 불가능한 모험처럼 짜릿하고 활기찬 기분을 느끼게 해 주죠. 터키볼은 틀에 박힌 일상에서 벗어나 새로운 즐거움을 찾고 싶은 당신에게 완벽한 음료가 될 거예요.,SHOOTER,WHISKY,"와일드 터키:1 oz, 아마레토:3/4 oz, 파인애플 주스:1 splash",얼음과 함께 흔들고 샷 글라스에 거른다.,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg
Texas Sling,텍사스 슬링,STRONG,"텍사스 슬링'은 마치 와일드 웨스트의 모험을 담고 있는 칵테일이에요. 151 프루프 럼의 강렬함과 깔루아, 아이리시 크림, 아마레토의 달콤함이 어우러져 한 모금 마실 때마다 예상치 못한 반전의 즐거움을 느끼게 해 주죠. 텍사스 슬링은 당신의 삶에 짜릿한 활력을 불어넣어 줄 완벽한 선택이 될 거예요.",CLASSIC,LIQUEUR,"깔루아:1/2 oz, 아이리시 크림:1/2 oz, 아마레토:1/2 oz, 151 프루프 럼:1/2 oz Bacardi, 크림:1 oz",부드러워질 때까지 얼음과 함께 블렌딩한다. 튤립 잔에 담고 휘핑크림을 올린다.,https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg
Tom Collins,톰 콜린스,MEDIUM,"톰 콜린스'는 클래식한 매력을 지닌 칵테일입니다. 진의 깔끔함과 레몬 주스, 설탕, 클럽 소다의 조합은 마치 시대를 초월하는 세련미를 지닌 당신을 표현하는 듯하죠. 톰 콜린스는 유행에 휩쓸리지 않고 자신만의 스타일을 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.",LONG,GIN,"진:2 oz, 레몬 주스:1 oz, 설탕:1 tsp, 클럽 소다:3 oz, 마라스키노 체리:1 ea, 오렌지:1 ea","얼음이 반쯤 채워진 셰이커에 진, 레몬 주스, 설탕을 넣고 잘 흔든다. 얼음이 거의 채워진 콜린스 잔에 거른다. 클럽 소다를 넣고 젓는다. 체리와 오렌지 조각으로 장식한다.",https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg
Tomato Tang,토마토 탱,NON_ALCOHOLIC,"토마토 탱'은 예상치 못한 반전 매력을 지닌 칵테일입니다. 토마토 주스의 묵직함에 레몬 주스의 상큼함, 그리고 셀러리 솔트의 짭짤함이 더해져 한 모금 마실 때마다 예상치 못한 즐거움을 선사하죠. 토마토 탱은 틀에 박힌 생각에서 벗어나 당신만의 개성을 뽐내고 싶은 날에 완벽한 음료가 될 거예요.",LONG,OTHER,"토마토 주스:2 cups, 레몬 주스:1-2 tblsp, 셀러리 소금:1 dash","모든 재료를 블렌더 용기에 넣고 뚜껑을 덮은 뒤, 잘 섞일 때까지 중간 속도로 돌린다. 긴 잔 한 개, 중간 잔 두 개, 또는 작은 잔 세 개에 부어 마신다.",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg
Talos Coffee,탈로스 커피,LIGHT,탈로스 커피'는 신들의 축복을 담은 칵테일입니다. 그랑 마르니에의 우아한 향과 커피의 진한 풍미가 어우러져 마치 신화 속 영웅처럼 고귀하고 강렬한 인상을 남기죠. 탈로스 커피는 당신의 지적인 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.,CLASSIC,LIQUEUR,"그랑 마니에:3 parts, 커피:1 part",쥐엠(GM)을 넣은 다음 커피를 넣는다.,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg
Tennesee Mud,테네시 머드,MEDIUM,"테네시 진흙'이라는 이름처럼, 이 칵테일은 마치 따뜻한 위로와 휴식을 담고 있어요. 커피의 진한 향과 잭 다니엘스의 묵직함, 아마레토의 달콤함, 그리고 휘핑크림의 부드러움이 어우러져 지친 당신의 몸과 마음을 편안하게 해 주죠. 테네시 머드는 힘든 하루를 보낸 당신에게 완벽한 동반자가 될 거예요.",SHORT,WHISKY,"커피:8 oz, 잭 다니엘스:4 oz, 아마레토:4 oz, 휘핑크림:1 shot","커피, 잭 다니엘스, 아마레토를 섞는다. 위에 크림을 올린다.",https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg
Tequila Fizz,테킬라 피즈,MEDIUM,"테킬라 피즈'는 **'숨겨진 열정'**을 담고 있어요. 데킬라의 강렬함에 레몬 주스의 상큼함, 달걀 흰자의 부드러움, 진저 에일의 청량함이 더해져 겉으로는 차분하지만 속은 강한 매력을 지닌 당신의 모습을 표현하는 듯하죠. 테킬라 피즈는 당신의 숨겨진 매력을 맘껏 뽐내고 싶은 날에 완벽한 선택이 될 거예요.",LONG,TEQUILA,"테킬라:2 oz, 레몬 주스:1 tblsp, 그레나딘:3/4 oz, 달걀 흰자:1 ea, 진저 에일:1/2 shot","모든 재료(진저 에일 제외)를 얼음과 함께 흔든 후, 얼음이 담긴 콜린스 잔에 거른다. 진저 에일을 채우고 저은 후 낸다.",https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg
Tequila Sour,테킬라 사워,STRONG,"테킬라 사워'는 인생의 쓴맛과 단맛을 모두 담고 있어요. 테킬라의 묵직함에 레몬의 상큼함, 설탕의 달콤함이 어우러져 한 모금 마실 때마다 예상치 못한 반전의 즐거움을 선사하죠. 테킬라 사워는 당신의 삶에 짜릿한 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",SHORT,TEQUILA,"테킬라:2 oz, 레몬:1/2 ea, 설탕 가루:1 tsp, 레몬:1/2 slice, 체리:1 ea","데킬라, 레몬 주스, 슈거 파우더를 얼음과 함께 흔들고 위스키 사워 잔에 거른다. 레몬 반 조각을 넣고, 체리를 올린 후 낸다.",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg
The Last Word,더 라스트 워드,VERY_STRONG,"마지막 한마디'라는 독특한 이름처럼, 이 칵테일은 인생의 결정적인 순간을 상징합니다. 그린 샤르트뢰즈의 강렬함과 마라스키노 리큐어, 라임 주스, 진의 조화는 마치 예상치 못한 반전이 가득한 드라마처럼 다채로운 매력을 뽐내죠. 더 라스트 워드는 당신의 용기와 결단을 응원해 줄 완벽한 음료가 될 거예요.",CLASSIC,LIQUEUR,"그린 샤르트뢰즈:1 oz, 마라스키노 리큐르:1 oz, 라임 주스:1 oz, 진:1 oz",얼음과 함께 흔들고 칵테일 잔에 거른다.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg
Turf Cocktail,터프 칵테일,STRONG,"터프 칵테일'은 마치 유럽의 고전적인 분위기를 담고 있어요. 드라이 베르무트와 진의 깔끔함에 아니스와 비터스의 향이 더해져, 마치 1920년대의 런던 신사처럼 우아하고 고풍스러운 분위기를 자아내죠. 이 칵테일은 당신의 지적인 매력을 더욱 돋보이게 해 줄 완벽한 선택이 될 거예요.",CLASSIC,GIN,"드라이 베르무트:1 oz, 진:1 oz, 아니즈:1/4 tsp, 비터스:2 dashes, 오렌지 껍질:1/2 ea","모든 재료(오렌지 껍질 제외)를 얼음과 함께 저은 후, 칵테일 잔에 거른다. 오렌지 껍질 트위스트를 넣고 낸다.",https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg
The Laverstoke,더 라버스톡,MEDIUM,"더 라베르스토크'는 신선한 영감을 담은 칵테일입니다. 진의 깔끔함과 엘더플라워, 라임, 생강, 민트가 어우러져 마치 아름다운 정원에서 평화로운 오후를 보내는 것처럼 당신의 마음을 편안하게 해 주죠. 더 라베르스토크는 복잡한 생각에서 벗어나 새로운 아이디어를 얻고 싶은 당신에게 완벽한 음료가 될 거예요.",CLASSIC,GIN,"진:50 ml, 엘더플라워 코디얼:15 ml, 로소 베르무트:15 ml, 토닉 워터:75 ml, 라임:2 Wedges, 생강:1 Slice, 민트:1 Sprig","1) 두 조각의 라임 웨지를 벌룬 잔에 짜 넣은 다음 코디얼, 봄베이 사파이어, 마티니 로쏘 베르무트를 넣고 돌려서 섞는다. 2) 잔에 각얼음을 가득 채우고 저어서 차갑게 만든다. 3) 피버트리 진저 에일로 채우고 다시 부드럽게 저어 섞는다. 4) 부러뜨린 생강 조각과 깬 민트 스프리그로 장식한다.",https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg
Tequila Slammer,테킬라 슬래머,LIGHT,테킬라 슬래머'는 짜릿한 일탈을 꿈꾸는 당신을 위한 칵테일입니다. 데킬라와 세븐업의 강렬한 조합은 한 모금 마실 때마다 예상치 못한 즐거움을 선사하죠. 테킬라 슬래머는 평범한 하루를 특별한 밤으로 바꾸고 싶은 당신에게 완벽한 선택이 될 거예요.,LONG,TEQUILA,"테킬라:1 shot, 세븐업:1 part",용해된 이산화탄소가 빠져나가지 않도록 조심스럽게 섞는다.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg
Tequila Sunrise,테킬라 선라이즈,MEDIUM,"테킬라 선라이즈'는 새로운 시작을 알리는 아침처럼 신선하고 아름다운 매력을 지녔어요. 테킬라와 오렌지 주스, 그레나딘의 조합은 마치 떠오르는 태양처럼 영롱하고 황홀한 빛깔을 뽐내죠. 테킬라 선라이즈는 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 선택이 될 거예요.",LONG,TEQUILA,"테킬라:2 measures, 오렌지 주스:1 shot, 그레나딘:1 shot",잔에 얼음을 넣고 데킬라와 오렌지 주스를 붓는다. 바닥으로 가라앉는 그레나딘을 넣는다. 부드럽게 저어 선라이즈 효과를 만든다. 장식하고 낸다.,https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg
The Philosopher,더 필로소퍼,MEDIUM,"철학자'라는 이름처럼, 이 칵테일은 깊은 사색을 즐기는 당신을 위한 음료입니다. 진의 깔끔함과 멜론 리큐어의 부드러움, 레몬 주스의 상큼함이 어우러져 마치 복잡한 문제의 해답을 찾은 것처럼 명쾌하고 깔끔한 기분을 느끼게 해 주죠. 더 필로소퍼는 혼자만의 시간을 가지며 여유를 즐기고 싶은 밤에 완벽한 동반자가 될 거예요.",CLASSIC,GIN,"진:1 shot, 멜론 리큐르:1 shot, 오렌지 비터스:1 dash, 레몬 주스:1 dash, 프로세코:1 shot","모든 증류주(헨드릭스 진 사용 권장)와 오렌지 비터스, 레몬 주스를 셰이커에 넣는다. 마가리타 잔에 거른 후 프로세코로 채운다.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg
Tuxedo Cocktail,턱시도 칵테일,STRONG,"턱시도 칵테일'은 세련되고 우아한 매력을 상징해요. 드라이 베르무트와 진, 마라스키노 리큐어의 조화는 마치 칵테일 드레스를 입은 신사처럼 품격 있고 우아한 분위기를 연출하죠. 턱시도 칵테일은 당신의 특별한 순간을 더욱 빛나게 해줄 완벽한 선택이 될 거예요.",CLASSIC,GIN,"드라이 베르무트:1 1/2 oz, 진:1 1/2 oz, 마라스키노 리큐르:1/4 tsp, 아니즈:1/4 tsp, 오렌지 비터스:2 dashes, 체리:1 ea","모든 재료를 얼음과 함께 저은 후, 칵테일 잔에 거른다. 체리와 레몬 제스트 트위스트로 장식한다.",https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg
